complaint_id,customer_id,tower_id,complaint_type,status,resolution_days,complaint_date
COMP_01529,0495-ZBNGW,TOWER_008,Call Drop,Resolved,19,2025-11-20
COMP_01530,8128-YVJRG,TOWER_010,Network Outage,Open,5,2025-11-05
COMP_01531,0112-QWPNC,TOWER_049,Slow Data,Escalated,14,2025-05-03
COMP_01532,9388-ZEYVT,TOWER_025,Billing Error,Escalated,17,2025-09-01
COMP_01533,2961-VNFKL,TOWER_050,Call Drop,Open,6,2025-10-19
COMP_01534,8821-XNHVZ,TOWER_008,SIM Issue,Open,32,2026-01-24
COMP_01535,8937-RDTHP,TOWER_029,SIM Issue,Escalated,42,2025-12-24
COMP_01536,2789-HQBOU,TOWER_013,SIM Issue,Escalated,10,2026-01-26
COMP_01537,3858-VOBET,TOWER_033,Billing Error,Escalated,10,2025-07-11
COMP_01538,3413-BMNZE,TOWER_017,Call Drop,Escalated,20,2025-07-04
COMP_01539,6302-JGYRJ,TOWER_004,Call Drop,Escalated,39,2025-11-14
COMP_01540,7576-OYWBN,TOWER_036,Billing Error,Escalated,33,2026-01-12
COMP_01541,9256-JTBNZ,TOWER_010,Billing Error,Escalated,25,2025-07-29
COMP_01542,2645-QTLMB,TOWER_046,Slow Data,Open,21,2026-02-14
COMP_01543,7488-MXJIV,TOWER_045,Network Outage,Escalated,14,2026-03-07
COMP_01544,1173-XZPYF,TOWER_011,Billing Error,Escalated,9,2026-02-03
COMP_01545,4342-HENTK,TOWER_011,Network Outage,Escalated,19,2025-10-03
COMP_01546,3186-BAXNB,TOWER_023,Call Drop,Escalated,45,2025-08-27
COMP_01547,3296-SILRA,TOWER_037,SIM Issue,Escalated,4,2025-09-12
COMP_01548,1142-WACZW,TOWER_049,Call Drop,Escalated,45,2025-09-07
COMP_01549,2180-DXNEG,TOWER_008,Network Outage,Resolved,15,2025-10-03
COMP_01550,5077-DXTCG,TOWER_011,Slow Data,Open,24,2025-05-06
COMP_01551,0746-JTRFU,TOWER_009,Network Outage,Escalated,28,2026-02-25
COMP_01552,7873-CVMAW,TOWER_023,SIM Issue,Resolved,21,2025-05-23
COMP_01553,7133-VBDCG,TOWER_020,Network Outage,Open,9,2026-01-31
COMP_01554,2672-OJQZP,TOWER_041,Slow Data,Open,27,2025-10-26
COMP_01555,2108-YKQTY,TOWER_024,Network Outage,Open,4,2025-08-19
COMP_01556,5276-KQWHG,TOWER_016,Billing Error,Resolved,40,2025-12-22
COMP_01557,1624-WOIWJ,TOWER_044,SIM Issue,Resolved,2,2025-07-20
COMP_01558,4873-ILOLJ,TOWER_011,Slow Data,Escalated,37,2025-05-08
COMP_01559,8051-HJRLT,TOWER_017,SIM Issue,Open,29,2026-04-13
COMP_01560,4016-BJKTZ,TOWER_010,Slow Data,Open,35,2026-01-19
COMP_01561,6194-HBGQN,TOWER_040,Slow Data,Open,6,2025-12-02
COMP_01562,2434-EEVDB,TOWER_012,Slow Data,Resolved,23,2025-07-15
COMP_01563,4488-PSYCG,TOWER_017,Call Drop,Escalated,16,2025-09-15
COMP_01564,6400-BWQKW,TOWER_034,SIM Issue,Open,32,2025-05-01
COMP_01565,3530-VWVGU,TOWER_050,Call Drop,Escalated,20,2026-01-24
COMP_01566,1769-GRUIK,TOWER_025,Slow Data,Open,32,2025-07-01
COMP_01567,6845-RGTYS,TOWER_023,Slow Data,Escalated,21,2025-12-16
COMP_01568,3886-CERTZ,TOWER_028,Call Drop,Resolved,30,2025-11-05
COMP_01569,9758-MFWGD,TOWER_028,SIM Issue,Escalated,9,2025-08-28
COMP_01570,9369-XFEHK,TOWER_009,Billing Error,Resolved,13,2025-12-17
COMP_01571,8417-FMLZI,TOWER_042,Slow Data,Open,6,2026-01-21
COMP_01572,3424-NMNBO,TOWER_034,SIM Issue,Resolved,11,2026-01-22
COMP_01573,7140-ADSMJ,TOWER_029,Billing Error,Open,28,2025-11-14
COMP_01574,7579-KKLOE,TOWER_049,SIM Issue,Escalated,22,2025-05-30
COMP_01575,8374-XGEJJ,TOWER_020,Slow Data,Escalated,13,2025-10-26
COMP_01576,5366-IJEQJ,TOWER_003,Network Outage,Escalated,33,2025-09-01
COMP_01577,1015-JPFYW,TOWER_007,Slow Data,Escalated,16,2025-05-20
COMP_01578,6323-AYBRX,TOWER_030,Billing Error,Open,19,2026-03-03
COMP_01579,6595-YGXIT,TOWER_044,Billing Error,Resolved,17,2025-10-05
COMP_01580,1395-OFUWC,TOWER_020,Network Outage,Open,13,2025-05-23
COMP_01581,4174-LPGTI,TOWER_013,Slow Data,Escalated,32,2025-05-18
COMP_01582,1223-UNPKS,TOWER_047,Billing Error,Resolved,11,2025-07-13
COMP_01583,8650-RHRKE,TOWER_035,Billing Error,Resolved,36,2026-03-15
COMP_01584,9851-KIELU,TOWER_046,SIM Issue,Open,30,2025-07-26
COMP_01585,8740-CRYFY,TOWER_050,Network Outage,Escalated,42,2025-12-20
COMP_01586,0531-ZZJWQ,TOWER_026,SIM Issue,Open,16,2025-06-22
COMP_01587,9134-CEQMF,TOWER_040,Call Drop,Open,25,2025-07-31
COMP_01588,8313-AFGBW,TOWER_020,Billing Error,Resolved,6,2025-11-20
COMP_01589,4906-ZHGPK,TOWER_011,Network Outage,Resolved,20,2026-01-31
COMP_01590,5356-RHIPP,TOWER_044,Call Drop,Resolved,30,2025-06-01
COMP_01591,4695-WJZUE,TOWER_006,Billing Error,Resolved,45,2025-06-03
COMP_01592,8058-INTPH,TOWER_001,Call Drop,Escalated,28,2026-01-20
COMP_01593,8067-NIOYM,TOWER_012,Call Drop,Escalated,24,2025-11-14
COMP_01594,1809-DMJHQ,TOWER_004,Network Outage,Open,11,2025-10-16
COMP_01595,9306-CPCBC,TOWER_041,Slow Data,Resolved,39,2025-06-19
COMP_01596,5376-DEQCP,TOWER_016,Slow Data,Open,15,2025-06-05
COMP_01597,1907-YLNYW,TOWER_024,SIM Issue,Resolved,42,2026-02-25
COMP_01598,3911-RSNHI,TOWER_010,Billing Error,Open,24,2025-05-29
COMP_01599,1062-LHZOD,TOWER_013,Billing Error,Resolved,9,2025-12-11
COMP_01600,4523-WXCEF,TOWER_010,Network Outage,Escalated,4,2025-12-14
COMP_01601,7503-QQRVF,TOWER_014,Slow Data,Open,2,2026-03-03
COMP_01602,3472-OAOOR,TOWER_030,Network Outage,Escalated,43,2025-09-19
COMP_01603,9821-POOTN,TOWER_015,Network Outage,Resolved,36,2026-02-24
COMP_01604,0311-QYWSS,TOWER_022,Slow Data,Open,31,2026-01-31
COMP_01605,3522-CDKHF,TOWER_011,Call Drop,Escalated,18,2025-08-11
COMP_01606,5073-WXOYN,TOWER_023,Network Outage,Resolved,7,2025-05-26
COMP_01607,1527-SXDPN,TOWER_007,SIM Issue,Escalated,11,2025-06-24
COMP_01608,1481-ZUWZA,TOWER_030,Call Drop,Resolved,42,2025-12-11
COMP_01609,9351-HXDMR,TOWER_003,SIM Issue,Escalated,37,2025-06-22
COMP_01610,2842-JTCCU,TOWER_043,SIM Issue,Open,14,2025-10-14
COMP_01611,5052-PNLOS,TOWER_045,Network Outage,Escalated,1,2025-12-15
COMP_01612,2225-ZRGSG,TOWER_040,Slow Data,Resolved,7,2025-05-25
COMP_01613,9025-ZRPVR,TOWER_020,Call Drop,Resolved,15,2026-04-08
COMP_01614,5955-ERIHD,TOWER_010,Call Drop,Escalated,28,2025-09-09
COMP_01615,1268-ASBGA,TOWER_023,SIM Issue,Resolved,5,2025-08-10
COMP_01616,8676-TRMJS,TOWER_033,Call Drop,Open,3,2025-08-16
COMP_01617,7067-KSAZT,TOWER_049,Network Outage,Open,11,2026-04-12
COMP_01618,0742-MOABM,TOWER_013,Slow Data,Open,19,2026-01-17
COMP_01619,4116-TZAQJ,TOWER_029,Network Outage,Open,3,2025-08-04
COMP_01620,8818-XYFCQ,TOWER_014,SIM Issue,Escalated,28,2025-12-04
COMP_01621,4547-KQRTM,TOWER_025,Slow Data,Open,24,2025-07-31
COMP_01622,7244-KXYZN,TOWER_026,Billing Error,Open,28,2026-02-20
COMP_01623,8436-BJUMM,TOWER_013,Network Outage,Resolved,36,2025-11-09
COMP_01624,6242-FEGFD,TOWER_002,Network Outage,Open,13,2026-03-17
COMP_01625,7722-CVFXN,TOWER_024,Call Drop,Resolved,39,2025-11-02
COMP_01626,3023-GFLBR,TOWER_033,Call Drop,Open,2,2025-06-14
COMP_01627,3308-DGHKL,TOWER_044,Billing Error,Open,44,2025-07-26
COMP_01628,1725-MIMXW,TOWER_033,Billing Error,Resolved,41,2025-09-06
COMP_01629,2362-IBOOY,TOWER_002,Network Outage,Resolved,18,2026-03-08
COMP_01630,8060-HIWJJ,TOWER_019,Call Drop,Open,23,2026-04-25
COMP_01631,0219-YTZUE,TOWER_023,Slow Data,Open,40,2025-10-11
COMP_01632,5175-AOBHI,TOWER_022,Slow Data,Open,23,2025-10-21
COMP_01633,3643-AHCFP,TOWER_023,Call Drop,Resolved,23,2025-08-17
COMP_01634,0971-QIFJK,TOWER_050,Network Outage,Escalated,41,2025-12-15
COMP_01635,3070-BDOQC,TOWER_019,Network Outage,Resolved,38,2025-11-03
COMP_01636,8265-HKSOW,TOWER_022,Network Outage,Escalated,35,2025-07-23
COMP_01637,3230-WYKIR,TOWER_013,SIM Issue,Escalated,31,2026-04-22
COMP_01638,6202-DYYFX,TOWER_013,Call Drop,Open,16,2025-11-15
COMP_01639,8847-GEOOQ,TOWER_035,SIM Issue,Escalated,27,2025-09-16
COMP_01640,6393-WRYZE,TOWER_029,Billing Error,Resolved,4,2025-06-07
COMP_01641,3801-HMYNL,TOWER_036,Network Outage,Resolved,2,2025-07-12
COMP_01642,9565-JSNFM,TOWER_009,Call Drop,Escalated,32,2025-12-28
COMP_01643,4910-AQFFX,TOWER_008,Network Outage,Escalated,37,2025-05-08
COMP_01644,5940-AHUHD,TOWER_037,Network Outage,Open,22,2025-07-10
COMP_01645,0334-GDDSO,TOWER_027,Billing Error,Escalated,8,2025-06-23
COMP_01646,0093-EXYQL,TOWER_049,Billing Error,Open,22,2025-08-23
COMP_01647,1045-LTCYT,TOWER_043,Network Outage,Escalated,39,2025-09-18
COMP_01648,3244-DCJWY,TOWER_045,Billing Error,Escalated,21,2025-10-18
COMP_01649,7142-HVGBG,TOWER_005,SIM Issue,Escalated,13,2025-08-16
COMP_01650,9185-TQCVP,TOWER_015,Network Outage,Escalated,18,2025-12-22
COMP_01651,7854-FOKSF,TOWER_034,Slow Data,Escalated,31,2025-06-05
COMP_01652,2869-ADAWR,TOWER_009,SIM Issue,Escalated,17,2025-05-05
COMP_01653,3084-DOWLE,TOWER_007,Network Outage,Escalated,8,2025-05-20
COMP_01654,8608-OZTLB,TOWER_023,SIM Issue,Open,30,2025-08-26
COMP_01655,7136-RVDTZ,TOWER_039,SIM Issue,Open,35,2025-07-14
COMP_01656,6621-YOBKI,TOWER_028,Network Outage,Escalated,27,2025-10-31
COMP_01657,5138-WVKYJ,TOWER_037,Call Drop,Resolved,44,2026-02-18
COMP_01658,3398-ZOUAA,TOWER_042,SIM Issue,Resolved,14,2025-11-16
COMP_01659,8949-JTMAY,TOWER_004,Billing Error,Open,25,2025-05-12
COMP_01660,0618-XWMSS,TOWER_021,Billing Error,Open,29,2025-08-23
COMP_01661,3635-JBPSG,TOWER_009,Network Outage,Open,17,2025-09-18
COMP_01662,6410-LEFEN,TOWER_031,Network Outage,Escalated,23,2025-05-27
COMP_01663,8614-VGMMV,TOWER_045,Billing Error,Open,25,2025-10-01
COMP_01664,9444-JTXHZ,TOWER_021,Billing Error,Open,45,2025-12-25
COMP_01665,2433-KMEAS,TOWER_008,SIM Issue,Open,33,2026-04-12
COMP_01666,9565-DJPIB,TOWER_043,Network Outage,Escalated,7,2025-09-25
COMP_01667,4248-HCETZ,TOWER_039,Slow Data,Escalated,23,2025-08-08
COMP_01668,3144-AUDBS,TOWER_017,SIM Issue,Open,3,2025-12-16
COMP_01669,8565-CLBZW,TOWER_049,Billing Error,Escalated,25,2026-02-16
COMP_01670,3285-UCQVC,TOWER_018,Slow Data,Open,45,2025-09-02
COMP_01671,1113-IUJYX,TOWER_018,Slow Data,Escalated,21,2025-10-24
COMP_01672,0709-TVGUR,TOWER_012,Network Outage,Escalated,22,2026-03-03
COMP_01673,6010-DDPPW,TOWER_045,Billing Error,Escalated,27,2026-04-12
COMP_01674,2519-FAKOD,TOWER_032,Network Outage,Resolved,32,2025-05-06
COMP_01675,0306-JAELE,TOWER_028,Billing Error,Escalated,24,2025-11-05
COMP_01676,2379-ENZGV,TOWER_018,Slow Data,Open,31,2025-12-13
COMP_01677,6100-FJZDG,TOWER_014,Network Outage,Open,3,2025-06-20
COMP_01678,4190-MFLUW,TOWER_001,Billing Error,Escalated,14,2026-02-28
COMP_01679,6278-FEPBZ,TOWER_021,SIM Issue,Resolved,14,2025-07-16
COMP_01680,0939-YAPAF,TOWER_014,SIM Issue,Resolved,23,2025-08-17
COMP_01681,4312-KFRXN,TOWER_011,Slow Data,Resolved,6,2025-10-06
COMP_01682,7534-BFESC,TOWER_006,Network Outage,Escalated,41,2026-03-14
COMP_01683,8280-MQRQN,TOWER_007,Network Outage,Resolved,41,2025-07-24
COMP_01684,3106-ULWFW,TOWER_020,SIM Issue,Resolved,36,2026-04-19
COMP_01685,8305-VHZBZ,TOWER_010,Call Drop,Escalated,24,2026-03-20
COMP_01686,3205-MXZRA,TOWER_042,SIM Issue,Resolved,35,2026-01-25
COMP_01687,1131-ALZWV,TOWER_008,Slow Data,Resolved,7,2025-11-05
COMP_01688,4583-PARNH,TOWER_042,SIM Issue,Escalated,42,2025-11-12
COMP_01689,0637-KVDLV,TOWER_044,SIM Issue,Escalated,42,2025-10-22
COMP_01690,4695-VADHF,TOWER_019,Slow Data,Escalated,42,2025-12-03
COMP_01691,7459-IMVYU,TOWER_027,SIM Issue,Escalated,12,2025-07-12
COMP_01692,8746-OQQRW,TOWER_006,Slow Data,Open,34,2026-02-01
COMP_01693,4124-MMETB,TOWER_040,Network Outage,Open,7,2025-08-07
COMP_01694,7890-VYYWG,TOWER_047,Call Drop,Resolved,10,2026-02-04
COMP_01695,0031-PVLZI,TOWER_017,Slow Data,Open,37,2025-06-06
COMP_01696,9866-QEVEE,TOWER_043,Network Outage,Open,26,2025-12-06
COMP_01697,5884-GCYMI,TOWER_024,SIM Issue,Escalated,19,2025-11-18
COMP_01698,7359-PTSXY,TOWER_047,Network Outage,Open,41,2025-08-07
COMP_01699,3198-VELRD,TOWER_015,Slow Data,Escalated,10,2025-11-10
COMP_01700,7660-HDPJV,TOWER_038,SIM Issue,Escalated,27,2025-07-01
COMP_01701,9643-YBLUR,TOWER_009,Slow Data,Resolved,20,2025-09-05
COMP_01702,7120-RFMVS,TOWER_022,Billing Error,Escalated,25,2026-02-19
COMP_01703,9378-FXTIZ,TOWER_007,Call Drop,Open,38,2026-01-08
COMP_01704,8714-CTZJW,TOWER_013,Call Drop,Resolved,23,2025-12-29
COMP_01705,4488-PSYCG,TOWER_015,Network Outage,Resolved,31,2025-10-25
COMP_01706,5567-WSELE,TOWER_010,Call Drop,Resolved,27,2025-06-21
COMP_01707,6289-CPNLD,TOWER_026,Billing Error,Resolved,36,2025-09-13
COMP_01708,9488-HGMJH,TOWER_028,Slow Data,Escalated,4,2026-01-22
COMP_01709,0927-LCSMG,TOWER_045,Slow Data,Escalated,8,2026-01-05
COMP_01710,3450-WXOAT,TOWER_013,Network Outage,Open,17,2025-11-10
COMP_01711,8205-OTCHB,TOWER_006,Call Drop,Resolved,35,2025-10-23
COMP_01712,2955-BJZHG,TOWER_012,Slow Data,Open,16,2025-12-28
COMP_01713,0390-DCFDQ,TOWER_025,Billing Error,Resolved,13,2026-01-09
COMP_01714,8739-WWKDU,TOWER_010,Network Outage,Open,23,2025-12-26
COMP_01715,4349-GFQHK,TOWER_038,Call Drop,Resolved,35,2025-09-19
COMP_01716,4484-GLZOU,TOWER_040,SIM Issue,Resolved,12,2025-05-31
COMP_01717,0177-PXBAT,TOWER_036,Network Outage,Open,13,2025-10-12
COMP_01718,9445-SZLCH,TOWER_018,Call Drop,Resolved,5,2025-10-16
COMP_01719,8510-TMWYB,TOWER_041,Slow Data,Escalated,27,2026-01-23
COMP_01720,3113-IWHLC,TOWER_006,Network Outage,Open,15,2025-07-20
COMP_01721,8138-EALND,TOWER_027,SIM Issue,Escalated,6,2025-06-08
COMP_01722,0709-TVGUR,TOWER_015,SIM Issue,Escalated,41,2026-03-19
COMP_01723,4255-DDUOU,TOWER_047,Slow Data,Escalated,10,2026-01-28
COMP_01724,2754-VDLTR,TOWER_017,Call Drop,Escalated,13,2026-04-21
COMP_01725,3834-XUIFC,TOWER_008,Billing Error,Escalated,33,2025-12-13
COMP_01726,4919-IKATY,TOWER_039,Call Drop,Resolved,23,2025-09-17
COMP_01727,9606-PBKBQ,TOWER_001,Billing Error,Open,37,2025-09-04
COMP_01728,1293-HHSHJ,TOWER_050,Billing Error,Open,16,2026-01-10
COMP_01729,6797-LNAQX,TOWER_020,Network Outage,Resolved,17,2026-02-08
COMP_01730,9809-IMGCQ,TOWER_028,Network Outage,Escalated,26,2025-11-17
COMP_01731,0691-JVSYA,TOWER_023,Billing Error,Escalated,23,2026-03-31
COMP_01732,1135-HIORI,TOWER_023,Call Drop,Resolved,24,2026-01-16
COMP_01733,4831-EOBFE,TOWER_046,Billing Error,Open,34,2025-09-24
COMP_01734,1029-QFBEN,TOWER_048,SIM Issue,Resolved,42,2025-08-10
COMP_01735,8603-IJWDN,TOWER_029,Slow Data,Open,20,2025-07-31
COMP_01736,9986-BONCE,TOWER_015,SIM Issue,Resolved,14,2025-07-26
COMP_01737,7169-YWAMK,TOWER_017,Network Outage,Escalated,6,2026-01-17
COMP_01738,2979-SXESE,TOWER_036,Billing Error,Resolved,18,2025-08-03
COMP_01739,8580-QVLOC,TOWER_016,Call Drop,Open,42,2026-03-24
COMP_01740,6302-JGYRJ,TOWER_043,Slow Data,Open,3,2025-07-02
COMP_01741,2057-BOYKM,TOWER_004,SIM Issue,Resolved,14,2025-11-03
COMP_01742,8042-JVNFH,TOWER_047,Slow Data,Resolved,10,2026-01-29
COMP_01743,6959-UWKHF,TOWER_035,Billing Error,Escalated,19,2026-01-24
COMP_01744,5364-EVNIB,TOWER_043,SIM Issue,Escalated,31,2026-01-06
COMP_01745,3070-FNFZQ,TOWER_011,Billing Error,Escalated,9,2026-01-02
COMP_01746,3845-JHAMY,TOWER_004,Slow Data,Open,24,2025-05-26
COMP_01747,8337-MSSXB,TOWER_045,Call Drop,Escalated,21,2025-08-16
COMP_01748,4816-LXZYW,TOWER_019,SIM Issue,Open,43,2026-01-12
COMP_01749,6682-QJDGB,TOWER_034,Call Drop,Escalated,12,2025-10-21
COMP_01750,3211-ILJTT,TOWER_037,Billing Error,Open,36,2025-09-09
COMP_01751,5536-SLHPM,TOWER_039,Call Drop,Escalated,41,2026-01-01
COMP_01752,1850-AKQEP,TOWER_001,Slow Data,Escalated,22,2025-12-06
COMP_01753,8155-IBNHG,TOWER_050,Network Outage,Resolved,7,2025-08-26
COMP_01754,3068-OMWZA,TOWER_007,Billing Error,Escalated,24,2026-02-11
COMP_01755,3091-FYHKI,TOWER_025,Network Outage,Escalated,44,2026-03-16
COMP_01756,3898-BSJYF,TOWER_039,Network Outage,Open,7,2025-11-16
COMP_01757,2239-JALAW,TOWER_038,Slow Data,Escalated,42,2025-07-05
COMP_01758,8276-MQBYC,TOWER_043,Network Outage,Resolved,32,2025-11-11
COMP_01759,8242-SOQUO,TOWER_018,SIM Issue,Resolved,23,2026-01-07
COMP_01760,5006-MXVRN,TOWER_022,Billing Error,Resolved,3,2025-05-05
COMP_01761,9851-QXEEQ,TOWER_004,Slow Data,Resolved,21,2025-09-09
COMP_01762,9961-JBNMK,TOWER_015,Billing Error,Escalated,30,2025-06-11
COMP_01763,7979-CORPM,TOWER_022,SIM Issue,Resolved,33,2025-06-04
COMP_01764,5707-ORNDZ,TOWER_040,Call Drop,Escalated,28,2025-12-05
COMP_01765,6016-NXBNJ,TOWER_040,Billing Error,Open,31,2025-06-24
COMP_01766,5919-TMRGD,TOWER_028,Network Outage,Resolved,40,2026-02-12
COMP_01767,9766-HGEDE,TOWER_033,Billing Error,Resolved,10,2026-03-24
COMP_01768,9885-CSMWE,TOWER_017,Call Drop,Open,30,2025-08-31
COMP_01769,3808-HFKDE,TOWER_025,Network Outage,Open,42,2026-03-15
COMP_01770,5893-KCLGT,TOWER_002,Billing Error,Escalated,8,2025-10-29
COMP_01771,6169-PGNCD,TOWER_013,Network Outage,Open,27,2025-08-04
COMP_01772,4890-VMUAV,TOWER_006,Call Drop,Resolved,26,2026-03-02
COMP_01773,3580-HYCSP,TOWER_042,Slow Data,Open,45,2025-11-12
COMP_01774,0584-BJQGZ,TOWER_017,SIM Issue,Resolved,44,2025-10-10
COMP_01775,6650-VJONK,TOWER_042,Billing Error,Escalated,14,2026-02-10
COMP_01776,3137-NYQQI,TOWER_015,SIM Issue,Resolved,22,2025-11-11
COMP_01777,0201-OAMXR,TOWER_035,Network Outage,Escalated,20,2025-10-06
COMP_01778,2348-KCJLT,TOWER_018,Billing Error,Resolved,4,2026-01-30
COMP_01779,5440-FLBQG,TOWER_033,SIM Issue,Open,14,2025-07-03
COMP_01780,9987-LUTYD,TOWER_010,Network Outage,Resolved,18,2025-06-11
COMP_01781,8824-RWFXJ,TOWER_039,Call Drop,Escalated,45,2025-12-23
COMP_01782,8922-LIEGH,TOWER_012,Call Drop,Resolved,7,2025-10-14
COMP_01783,2237-ZFSMY,TOWER_016,Network Outage,Open,22,2026-04-06
COMP_01784,4213-HKBJO,TOWER_012,Network Outage,Escalated,42,2025-12-13
COMP_01785,4139-JPIAM,TOWER_043,Call Drop,Open,7,2025-09-10
COMP_01786,5955-ERIHD,TOWER_040,SIM Issue,Resolved,36,2025-06-04
COMP_01787,9492-TOKRI,TOWER_005,Network Outage,Resolved,18,2026-02-25
COMP_01788,1449-XQEMT,TOWER_001,SIM Issue,Resolved,36,2025-11-30
COMP_01789,9764-REAFF,TOWER_007,Call Drop,Open,45,2025-10-29
COMP_01790,5275-SQEIZ,TOWER_045,Call Drop,Open,13,2025-12-25
COMP_01791,6437-UKHMV,TOWER_009,Billing Error,Resolved,21,2025-10-10
COMP_01792,8835-VSDSE,TOWER_036,Call Drop,Resolved,14,2025-10-11
COMP_01793,9971-ZWPBF,TOWER_033,Slow Data,Escalated,30,2025-05-15
COMP_01794,5178-LMXOP,TOWER_023,Slow Data,Escalated,10,2025-08-14
COMP_01795,4080-IIARD,TOWER_038,Network Outage,Escalated,43,2025-04-29
COMP_01796,4572-DVCGN,TOWER_003,Network Outage,Open,11,2025-08-22
COMP_01797,5842-POCOP,TOWER_037,SIM Issue,Resolved,32,2025-12-05
COMP_01798,2761-OCIAX,TOWER_030,Billing Error,Open,33,2025-11-12
COMP_01799,3551-HUAZH,TOWER_047,Billing Error,Open,27,2025-06-07
COMP_01800,7037-MTYVW,TOWER_014,SIM Issue,Resolved,26,2025-12-02
COMP_01801,6476-YHMGA,TOWER_025,Billing Error,Resolved,5,2025-05-14
COMP_01802,6439-PKTRR,TOWER_034,Billing Error,Open,33,2026-04-15
COMP_01803,9462-MJUAW,TOWER_018,SIM Issue,Open,37,2025-07-05
COMP_01804,0207-MDKNV,TOWER_049,Billing Error,Escalated,41,2025-11-12
COMP_01805,7314-OXENN,TOWER_027,Network Outage,Resolved,9,2026-01-05
COMP_01806,9254-RBFON,TOWER_016,Network Outage,Resolved,17,2025-10-25
COMP_01807,1268-ASBGA,TOWER_049,Billing Error,Resolved,44,2026-03-18
COMP_01808,6941-PMGEP,TOWER_035,Call Drop,Resolved,1,2025-12-05
COMP_01809,8348-HFYIV,TOWER_041,Network Outage,Escalated,29,2025-09-14
COMP_01810,3143-JQEGI,TOWER_043,Billing Error,Resolved,31,2025-07-15
COMP_01811,6946-LMSQS,TOWER_049,Slow Data,Open,25,2025-05-05
COMP_01812,3325-FUYCG,TOWER_049,Slow Data,Escalated,35,2025-07-27
COMP_01813,3486-HOOGQ,TOWER_050,Network Outage,Resolved,9,2025-04-27
COMP_01814,7198-GLXTC,TOWER_037,Billing Error,Open,22,2025-05-08
COMP_01815,1565-RHDJD,TOWER_027,Network Outage,Escalated,27,2025-04-27
COMP_01816,5876-HZVZM,TOWER_021,Billing Error,Open,13,2025-05-07
COMP_01817,6648-INWPS,TOWER_017,Billing Error,Resolved,29,2025-09-28
COMP_01818,3941-XTSKM,TOWER_050,SIM Issue,Open,4,2026-02-17
COMP_01819,0746-JTRFU,TOWER_010,Billing Error,Escalated,32,2025-05-11
COMP_01820,6574-MCOEH,TOWER_050,SIM Issue,Open,29,2025-07-21
COMP_01821,6270-OMFIW,TOWER_004,Call Drop,Resolved,36,2026-02-16
COMP_01822,7198-GLXTC,TOWER_039,SIM Issue,Resolved,39,2025-08-14
COMP_01823,4123-FCVCB,TOWER_001,SIM Issue,Escalated,26,2025-08-26
COMP_01824,4826-XTSOH,TOWER_019,Slow Data,Open,45,2025-12-18
COMP_01825,3779-OSWCF,TOWER_005,Call Drop,Resolved,20,2025-12-09
COMP_01826,2433-KMEAS,TOWER_021,SIM Issue,Open,41,2025-10-02
COMP_01827,0836-SEYLU,TOWER_015,Network Outage,Resolved,22,2025-07-04
COMP_01828,6432-TWQLB,TOWER_037,SIM Issue,Open,4,2025-11-10
COMP_01829,8075-GXIUB,TOWER_049,SIM Issue,Escalated,14,2025-07-16
COMP_01830,3506-LCJDC,TOWER_028,Call Drop,Escalated,37,2025-12-03
COMP_01831,3733-ZEECP,TOWER_046,Billing Error,Escalated,4,2025-08-16
COMP_01832,5240-IJOQT,TOWER_042,Billing Error,Resolved,2,2025-05-07
COMP_01833,3329-WDIOK,TOWER_008,SIM Issue,Escalated,6,2025-05-31
COMP_01834,8000-REIQB,TOWER_013,Call Drop,Escalated,19,2025-09-27
COMP_01835,3158-MOERK,TOWER_037,Network Outage,Resolved,3,2025-12-03
COMP_01836,3557-HTYWR,TOWER_015,Network Outage,Resolved,3,2025-05-12
COMP_01837,7627-JKIAZ,TOWER_034,Slow Data,Open,42,2025-05-31
COMP_01838,2626-URJFX,TOWER_038,Slow Data,Escalated,5,2025-10-01
COMP_01839,4919-IKATY,TOWER_044,Billing Error,Escalated,32,2025-05-22
COMP_01840,7074-IEVOJ,TOWER_023,Billing Error,Open,43,2026-03-03
COMP_01841,5276-KQWHG,TOWER_013,SIM Issue,Open,18,2025-07-13
COMP_01842,6990-YNRIO,TOWER_041,Slow Data,Open,43,2025-08-26
COMP_01843,5371-VYLSX,TOWER_048,Call Drop,Resolved,32,2025-05-25
COMP_01844,2865-TCHJW,TOWER_047,Billing Error,Escalated,14,2025-05-09
COMP_01845,8782-LKFPK,TOWER_035,SIM Issue,Escalated,26,2025-12-06
COMP_01846,2302-ANTDP,TOWER_002,SIM Issue,Escalated,8,2026-03-30
COMP_01847,4192-GORJT,TOWER_008,Network Outage,Open,19,2025-08-27
COMP_01848,8182-BJDSI,TOWER_028,Call Drop,Escalated,4,2025-05-02
COMP_01849,3500-RMZLT,TOWER_018,SIM Issue,Escalated,6,2025-08-23
COMP_01850,7890-VYYWG,TOWER_018,Billing Error,Escalated,10,2025-05-15
COMP_01851,7812-FZHPE,TOWER_005,Call Drop,Escalated,9,2025-11-16
COMP_01852,4826-TZEVA,TOWER_040,Slow Data,Open,15,2025-12-24
COMP_01853,7270-BDIOA,TOWER_039,SIM Issue,Escalated,38,2025-11-04
COMP_01854,1029-QFBEN,TOWER_001,SIM Issue,Escalated,43,2026-02-14
COMP_01855,9444-JTXHZ,TOWER_031,SIM Issue,Escalated,41,2025-12-19
